ID,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,time,latitude,longitude,iridiumCepRadius
MS040_Rodolfo_692133A_2,2018.01.17 21:23:38,,2018-01-17T21:23:38,,,,-1,0,0,,,2018.01.17 21:23:38,-21.095550,-53.777220,3
MS040_Rodolfo_692133A_2,2018.01.22 05:24:00,,2018-01-22T05:24:00,,,,-1,0,0,,,2018.01.22 05:24:00,-21.132070,-53.723380,3
MS040_Rodolfo_692133A_2,2018.01.26 05:24:12,,2018-01-26T05:24:12,,,,-1,0,0,,,2018.01.26 05:24:12,-21.139780,-53.754450,2
MS040_Rodolfo_692133A_2,2018.01.29 21:23:35,,2018-01-29T21:23:35,,,,-1,0,0,,,2018.01.29 21:23:35,-21.095550,-53.777220,3
MS040_Rodolfo_692133A_2,2018.02.03 21:25:12,,2018-02-03T21:25:12,,,,-1,0,0,,,2018.02.03 21:25:12,-21.137650,-52.652260,129
MS040_Rodolfo_692133A_2,2018.02.07 01:23:43,,2018-02-07T01:23:43,,,,-1,0,0,,,2018.02.07 01:23:43,-21.135360,-53.476880,571
MS040_Rodolfo_692133A_2,2018.02.10 21:23:36,,2018-02-10T21:23:36,,,,-1,0,0,,,2018.02.10 21:23:36,-21.095550,-53.777220,3
MS040_Rodolfo_692133A_2,2018.02.15 05:23:58,,2018-02-15T05:23:58,,,,-1,0,0,,,2018.02.15 05:23:58,-21.139780,-53.754450,3
MS040_Rodolfo_692133A_2,2018.02.19 09:24:17,,2018-02-19T09:24:17,,,,-1,0,0,,,2018.02.19 09:24:17,-21.139780,-53.754450,5
MS040_Rodolfo_692133A_2,2018.02.24 09:25:00,,2018-02-24T09:25:00,,,,-1,0,0,,,2018.02.24 09:25:00,-21.132070,-53.723380,7
MS040_Rodolfo_692133A_2,2018.02.28 01:24:53,,2018-02-28T01:24:53,,,,-1,0,0,,,2018.02.28 01:24:53,-21.173490,-53.754450,4
MS040_Rodolfo_692133A_2,2018.03.02 21:23:35,,2018-03-02T21:23:35,,,,-1,0,0,,,2018.03.02 21:23:35,-21.095550,-53.777220,2
MS040_Rodolfo_692133A_2,2018.03.07 05:23:48,,2018-03-07T05:23:48,,,,-1,0,0,,,2018.03.07 05:23:48,-21.132070,-53.723380,3
MS040_Rodolfo_692133A_2,2018.03.11 05:23:58,,2018-03-11T05:23:58,,,,-1,0,0,,,2018.03.11 05:23:58,-21.139780,-53.754450,3
MS040_Rodolfo_692133A_2,2018.03.15 05:23:58,,2018-03-15T05:23:58,,,,-1,0,0,,,2018.03.15 05:23:58,-21.139780,-53.754450,4
MS040_Rodolfo_692133A_2,2018.03.19 05:24:05,,2018-03-19T05:24:05,,,,-1,0,0,,,2018.03.19 05:24:05,-21.171630,-54.139780,681
MS040_Rodolfo_692133A_2,2018.03.23 05:23:50,,2018-03-23T05:23:50,,,,-1,0,0,,,2018.03.23 05:23:50,-21.129260,-53.777220,2
MS040_Rodolfo_692133A_2,2018.03.27 13:24:22,,2018-03-27T13:24:22,,,,-1,0,0,,,2018.03.27 13:24:22,-21.095550,-53.777220,4
MS040_Rodolfo_692133A_2,2018.03.30 21:13:41,,2018-03-30T21:13:41,,,,-1,0,0,,,2018.03.30 21:13:41,-21.129260,-53.777220,2
MS040_Rodolfo_692133A_2,2018.03.30 21:23:46,,2018-03-30T21:23:46,,,,-1,0,0,,,2018.03.30 21:23:46,-21.132070,-53.723380,9
MS040_Rodolfo_692133A_2,2018.04.03 21:23:36,,2018-04-03T21:23:36,,,,-1,0,0,,,2018.04.03 21:23:36,-21.134850,-53.669520,6
MS040_Rodolfo_692133A_2,2018.04.07 21:23:44,,2018-04-07T21:23:44,,,,-1,0,0,,,2018.04.07 21:23:44,-21.129260,-53.777220,3
MS040_Rodolfo_692133A_2,2018.04.12 05:24:08,,2018-04-12T05:24:08,,,,-1,0,0,,,2018.04.12 05:24:08,-21.129260,-53.777220,3
MS040_Rodolfo_692133A_2,2018.04.16 17:24:48,,2018-04-16T17:24:48,,,,-1,0,0,,,2018.04.16 17:24:48,-21.129260,-53.777220,5
MS040_Rodolfo_692133A_2,2018.04.21 05:25:01,,2018-04-21T05:25:01,,,,-1,0,0,,,2018.04.21 05:25:01,-21.132070,-53.723380,3
MS040_Rodolfo_692133A_2,2018.04.23 21:23:36,,2018-04-23T21:23:36,,,,-1,0,0,,,2018.04.23 21:23:36,-21.139780,-53.754450,3
MS040_Rodolfo_692133A_2,2018.04.28 05:24:14,,2018-04-28T05:24:14,,,,-1,0,0,,,2018.04.28 05:24:14,-21.132070,-53.723380,2
MS040_Rodolfo_692133A_2,2018.05.01 21:23:36,,2018-05-01T21:23:36,,,,-1,0,0,,,2018.05.01 21:23:36,-21.132070,-53.723380,3
MS040_Rodolfo_692133A_2,2018.05.05 21:23:38,,2018-05-05T21:23:38,,,,-1,0,0,,,2018.05.05 21:23:38,-21.132070,-53.723380,3
MS040_Rodolfo_692133A_2,2018.05.10 13:24:39,,2018-05-10T13:24:39,,,,-1,0,0,,,2018.05.10 13:24:39,-21.132070,-53.723380,3
MS040_Rodolfo_692133A_2,2018.05.14 01:23:47,,2018-05-14T01:23:47,,,,-1,0,0,,,2018.05.14 01:23:47,-21.132070,-53.723380,3
MS040_Rodolfo_692133A_2,2018.05.14 05:24:11,,2018-05-14T05:24:11,,,,-1,0,0,,,2018.05.14 05:24:11,-21.098350,-53.723380,9
MS040_Rodolfo_692133A_2,2018.05.18 01:24:00,,2018-05-18T01:24:00,,,,-1,0,0,,,2018.05.18 01:24:00,-21.098350,-53.723380,13
MS040_Rodolfo_692133A_2,2018.05.21 21:23:38,,2018-05-21T21:23:38,,,,-1,0,0,,,2018.05.21 21:23:38,-21.129260,-53.777220,4
MS040_Rodolfo_692133A_2,2018.05.26 01:23:57,,2018-05-26T01:23:57,,,,-1,0,0,,,2018.05.26 01:23:57,-21.139780,-53.754450,3
MS040_Rodolfo_692133A_2,2018.05.30 01:23:58,,2018-05-30T01:23:58,,,,-1,0,0,,,2018.05.30 01:23:58,-21.170670,-53.808310,7
MS040_Rodolfo_692133A_2,2018.06.03 17:25:06,,2018-06-03T17:25:06,,,,-1,0,0,,,2018.06.03 17:25:06,-21.139780,-53.754450,2
MS040_Rodolfo_692133A_2,2018.06.07 09:24:33,,2018-06-07T09:24:33,,,,-1,0,0,,,2018.06.07 09:24:33,-21.098350,-53.723380,3
MS040_Rodolfo_692133A_2,2018.06.11 01:23:56,,2018-06-11T01:23:56,,,,-1,0,0,,,2018.06.11 01:23:56,-21.132070,-53.723380,3
MS040_Rodolfo_692133A_2,2018.06.15 17:24:47,,2018-06-15T17:24:47,,,,-1,0,0,,,2018.06.15 17:24:47,-21.132070,-53.723380,2
MS040_Rodolfo_692133A_2,2018.06.19 21:24:53,,2018-06-19T21:24:53,,,,-1,0,0,,,2018.06.19 21:24:53,-21.098350,-53.723380,3
MS040_Rodolfo_692133A_2,2018.06.22 21:23:36,,2018-06-22T21:23:36,,,,-1,0,0,,,2018.06.22 21:23:36,-21.139780,-53.754450,3
MS040_Rodolfo_692133A_2,2018.06.27 01:23:54,,2018-06-27T01:23:54,,,,-1,0,0,,,2018.06.27 01:23:54,-21.090650,-53.692340,8
MS040_Rodolfo_692133A_2,2018.06.30 21:23:37,,2018-06-30T21:23:37,,,,-1,0,0,,,2018.06.30 21:23:37,-21.132070,-53.723380,20
MS040_Rodolfo_692133A_2,2018.07.05 05:24:18,,2018-07-05T05:24:18,,,,-1,0,0,,,2018.07.05 05:24:18,-21.175530,-53.893280,5
