objectid_1,objectid,leg_radam,leg_atual,leg_carga,clas_domi,leg_uveg,nm_uveg,leg_uantr,nm_uantr,leg_contat,nm_contat,veg_pretet,nm_pretet,legenda,shape_leng,shape_area
10322,11510,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.18598,0.00118
10324,11817,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,0.0186,2E-05
10325,11818,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,0.01864,2E-05
10326,11819,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,0.56974,0.00275
10327,11820,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,0.29531,0.00088
10330,11823,Re.F,Re.F,Re.F,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,F,Floresta Estacional Semidecidual,Re.F -  Florestamento/Reflorestamento com Eucaliptos em  Floresta Estacional Semidecidual,0.13098,0.00095
10343,11919,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.22055,0.00167
10344,11920,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,5.84901,0.11011
10345,11921,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,2.41977,0.03534
10346,11922,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.10469,0.00051
10347,11924,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,7.85695,0.13924
10348,11926,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.29933,0.00201
10349,11927,Ap.F,Ap.F,Ap.F,Ap,,,Ap,Pecuria (pastagens),,,F,Floresta Estacional Semidecidual,Ap.F -  Pecuria (pastagens) em  Floresta Estacional Semidecidual,1.68604,0.03472
10350,11928,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,1.37485,0.01732
10351,11929,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.25966,0.00299
10352,11930,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.65007,0.00376
10353,11931,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.42875,0.00304
10354,11932,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.97304,0.00922
10355,11933,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.6048,0.00328
10356,11934,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,2.27345,0.03122
10357,11935,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.46186,0.00795
10358,11936,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.03243,5E-05
10359,11937,Ap.F,Ap.F,Ap.F,Ap,,,Ap,Pecuria (pastagens),,,F,Floresta Estacional Semidecidual,Ap.F -  Pecuria (pastagens) em  Floresta Estacional Semidecidual,2.82673,0.04352
10360,11938,Ap.F,Ap.F,Ap.F,Ap,,,Ap,Pecuria (pastagens),,,F,Floresta Estacional Semidecidual,Ap.F -  Pecuria (pastagens) em  Floresta Estacional Semidecidual,1.4053,0.02109
10361,11939,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,1.06897,0.0061
10362,11940,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.68723,0.01077
10363,11941,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,1.18127,0.02086
10364,11942,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,4.36234,0.06466
10365,11943,Ap.F,Ap.F,Ap.F,Ap,,,Ap,Pecuria (pastagens),,,F,Floresta Estacional Semidecidual,Ap.F -  Pecuria (pastagens) em  Floresta Estacional Semidecidual,1.26511,0.02536
10366,11944,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.57557,0.00583
10367,11945,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.52626,0.00934
11167,11165,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.36784,0.00332
11168,11166,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.07536,0.00034
11169,11167,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.09724,0.00037
11172,11171,Pap,Pap,Pap,Pap,Pap,Formao Pioneira com influncia fluvial e/ou lacustre palmeiral,,,,,,,Pap - Formao Pioneira com influncia fluvial e/ou lacustre palmeiral,0.03935,5E-05
11173,11173,Ap.P,Ap.P,Ap.P,Ap,,,Ap,Pecuria (pastagens),,,P,Formao Pioneira,Ap.P -  Pecuria (pastagens) em  Formao Pioneira,0.82714,0.00927
11174,11174,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.19563,0.00101
11175,11175,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.19897,0.00131
11176,11176,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.31125,0.00233
11229,11231,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.00869,1E-05
11230,11232,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.02206,2E-05
11231,11233,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.33076,0.00364
11296,11298,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.32982,0.00265
11297,11299,Ap.F,Ap.F,Ap.F,Ap,,,Ap,Pecuria (pastagens),,,F,Floresta Estacional Semidecidual,Ap.F -  Pecuria (pastagens) em  Floresta Estacional Semidecidual,1.01963,0.02206
11298,11300,Ap.F,Ap.F,Ap.F,Ap,,,Ap,Pecuria (pastagens),,,F,Floresta Estacional Semidecidual,Ap.F -  Pecuria (pastagens) em  Floresta Estacional Semidecidual,0.7212,0.00709
11402,11405,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.23984,0.0026
11403,11406,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.67386,0.02178
11404,11407,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.17851,0.00136
11405,11408,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,0.62156,0.00378
11406,11409,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.58755,0.00506
11407,11410,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.45877,0.00256
11412,11415,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.07877,0.00013
11413,11416,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.02985,4E-05
11415,11418,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,0.04269,6E-05
11416,11419,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,0.26575,0.00085
11417,11420,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.14174,0.00027
11418,11421,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,12.54786,0.05745
11505,11518,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.0511,0.00013
11523,11536,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.02148,3E-05
11524,11537,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.0546,0.00015
11525,11538,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.02277,3E-05
11527,11540,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.08979,0.00032
11528,11541,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.01776,2E-05
11529,11542,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.01348,1E-05
11530,11543,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.01403,1E-05
11532,11545,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.03157,6E-05
11533,11546,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.02663,3E-05
11534,11547,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.04497,0.00011
11535,11548,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.03898,6E-05
11536,11549,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.03303,5E-05
11537,11550,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.03456,5E-05
11538,11551,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.94976,0.0151
11539,11552,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.0551,0.00012
11540,11553,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.01434,2E-05
11541,11554,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.0234,3E-05
11542,11555,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.01651,2E-05
11543,11556,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.02135,3E-05
11544,11557,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.05192,0.0001
11545,11558,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.01073,1E-05
11546,11559,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.01524,2E-05
11547,11560,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.02684,4E-05
11548,11561,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.01771,2E-05
11549,11562,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.01468,2E-05
11550,11563,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.02752,5E-05
11551,11564,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.02579,4E-05
11552,11565,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.01558,2E-05
11553,11566,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.02845,5E-05
11554,11567,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.08575,0.00015
11641,11656,Ap2,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,0.56015,0.01079
11642,11657,Ap2,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,0.70941,0.01446
11643,11658,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.32203,0.00362
11644,11659,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.03495,5E-05
11645,11660,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.02201,3E-05
11646,11661,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.02522,3E-05
11647,11662,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.28595,0.00082
11648,11663,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.0643,0.00011
11649,11664,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.02578,4E-05
11650,11665,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.10485,0.00018
11651,11666,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.01406,1E-05
11652,11667,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.08492,0.00014
11676,11691,Pap,Pap,Pap,Pap,Pap,Formao Pioneira com influncia fluvial e/ou lacustre palmeiral,,,,,,,Pap - Formao Pioneira com influncia fluvial e/ou lacustre palmeiral,0.04232,7E-05
11679,11694,Pap,Pap,Pap,Pap,Pap,Formao Pioneira com influncia fluvial e/ou lacustre palmeiral,,,,,,,Pap - Formao Pioneira com influncia fluvial e/ou lacustre palmeiral,0.05077,8E-05
11681,11696,Pap,Pap,Pap,Pap,Pap,Formao Pioneira com influncia fluvial e/ou lacustre palmeiral,,,,,,,Pap - Formao Pioneira com influncia fluvial e/ou lacustre palmeiral,0.05765,0.00015
11683,11698,Pap,Pap,Pap,Pap,Pap,Formao Pioneira com influncia fluvial e/ou lacustre palmeiral,,,,,,,Pap - Formao Pioneira com influncia fluvial e/ou lacustre palmeiral,0.05847,0.00013
11758,11773,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.07434,0.00022
11759,11774,Fs2,SNc/Fs,SNc/Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fs - Floresta Estacional Semidecidual Submontana  em Contato Savana/Floresta Estacional,0.86681,0.00842
11760,11775,Sg2,SNc/Sg,SNc/Sg,Sg,Sg,Savana Gramneo-Lenhosa,,,SN,Contato Savana/Floresta Estacional,,,SNc/Sg - Savana Gramneo-Lenhosa  em Contato Savana/Floresta Estacional,0.3816,0.00389
11761,11776,Fs2,SNc/Fs,SNc/Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fs - Floresta Estacional Semidecidual Submontana  em Contato Savana/Floresta Estacional,1.20932,0.01245
11765,11780,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,0.05126,0.00011
11766,11781,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,0.04013,7E-05
11768,11783,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,0.01924,2E-05
11793,11808,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,0.04604,6E-05
11794,11809,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,0.02697,3E-05
11796,11811,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.02821,4E-05
11797,11812,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.0219,3E-05
11798,11813,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.55152,0.00085
11799,11814,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,4.69257,0.05404
11800,11815,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,0.03767,5E-05
11801,11816,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,0.07226,0.00016
11834,11863,Pap,Pap,Pap,Pap,Pap,Formao Pioneira com influncia fluvial e/ou lacustre palmeiral,,,,,,,Pap - Formao Pioneira com influncia fluvial e/ou lacustre palmeiral,0.0296,4E-05
11835,11864,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.04767,0.00011
11839,11870,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.06603,0.00021
11840,11871,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.05837,0.00016
11842,11873,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.05202,0.00011
11844,11875,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.02696,3E-05
11845,11876,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.01483,2E-05
11846,11877,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.02969,4E-05
11847,11878,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.05083,7E-05
11848,11879,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.03525,6E-05
11849,11880,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.0456,6E-05
11850,11881,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.11114,0.00061
11864,11907,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.01935,2E-05
11865,11908,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.01457,1E-05
11866,11909,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.0615,0.00013
11867,11910,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.01694,2E-05
11868,11911,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.01542,2E-05
11869,11912,Ap.F,Ap.F,Ap.F,Ap,,,Ap,Pecuria (pastagens),,,F,Floresta Estacional Semidecidual,Ap.F -  Pecuria (pastagens) em  Floresta Estacional Semidecidual,1.09,0.01958
11870,11913,Ap.F,Ap.F,Ap.F,Ap,,,Ap,Pecuria (pastagens),,,F,Floresta Estacional Semidecidual,Ap.F -  Pecuria (pastagens) em  Floresta Estacional Semidecidual,1.64405,0.02853
11871,11914,Acc.F,Acc.F,Acc.F,Acc,,,Acc,Culturas Cclicas,,,F,Floresta Estacional Semidecidual,Acc.F -  Culturas Cclicas em  Floresta Estacional Semidecidual,0.74583,0.01757
11872,11915,Acc.F,Acc.F,Acc.F,Acc,,,Acc,Culturas Cclicas,,,F,Floresta Estacional Semidecidual,Acc.F -  Culturas Cclicas em  Floresta Estacional Semidecidual,0.44658,0.01124
11875,11918,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,1.01179,0.01736
11887,11960,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.08285,0.00016
11891,11964,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.27671,0.00191
11892,11965,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.02184,3E-05
11893,11966,Ap2,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,0.59288,0.0085
11966,12039,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.37865,0.00612
11967,12040,Ap.F,Ap.F,Ap.F,Ap,,,Ap,Pecuria (pastagens),,,F,Floresta Estacional Semidecidual,Ap.F -  Pecuria (pastagens) em  Floresta Estacional Semidecidual,0.84317,0.01308
11968,12041,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.24319,0.00256
11969,12042,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.11854,0.00077
11970,12043,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.25781,0.00199
11971,12044,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.37817,0.00339
11972,12045,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.32416,0.00317
11973,12046,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.42541,0.00378
11974,12047,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.43257,0.00291
11975,12048,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.32548,0.00404
11976,12049,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.29298,0.0028
11977,12050,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.02119,2E-05
11978,12051,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.34082,0.00293
11979,12052,Acp.F,Acp.F,Acp.F,Acp,,,Acp,Culturas Permanentes,,,F,Floresta Estacional Semidecidual,Acp.F -  Culturas Permanentes em  Floresta Estacional Semidecidual,0.77177,0.02106
